month, date, year, reviewid, reviewerid, productid, rating1, rating2, rating3, rating4, review, label
3,16,2011,GP66KoAFjwWTvKfqWLlV3w,lBY1uLUeKzE-3kAOWDvVow,pbEiXam9YJL3neCYHGwLUA,7,1,4,5,After going to this place how could anything else ever impress me again? When I went to Alinea I had been traveling all over the country due to my job and was eating out almost every day I enjoy good food but at some point I was starting to experience restaurant fatigue at every fancy or great place I was going to Great the steak tasted amazing the fish was awesome so on and so forth but I felt like Id seen the same twists at other restaurants Alinea was able to take my taste buds on a REAL adventure It was like if you were straight edge and then all of a sudden you took acid My world exploded The food As others have mentioned this is molecular gastronomy which means most of the time you have no idea what you are eating Its abstract art in edible form But whatever comes out is whimsical and different from what youve experienced before We went for the 24 course meal Should have heeded the warning to NOT get the wine flight They dont skimp on refilling your glass We were so full and uncoordinated I felt like someone needed to carry me out of the restaurant The service impeccable Our sommelier and waiter were charming and extraordinarily patient with us considering we were the last ones to leave the restaurant and also were generally making asses out of ourselves See above statement about NOT GETTING THE WINE FLIGHT to make sure you do not end up us Playing Lady Gaga loudly over your iPhone for 30 seconds and asking what wine goes best with Filet-O-Fish is probably something that would get you kicked out of an establishment like this yet somehow these folks managed to remain friendly and down-to-earth-best-Midwest-nice-without-being-overbearing Also who would have thought it but this is fine dining at its most accommodating 1 One of our party is vegan and the kitchen made all 24 of his courses vegan friendly I was extremely impressed with the results For example when the rest of our group got the infamous bacon on a swing dish our veg friend got a dish that looked exactly like it It was an apple slice carved to look like a piece of bacon Yes I am easily amused 2 If Grant Achatz is there he will sign your menu Squeal now foodies And even if he isnt apparently you can ask for him to sign it anyways and then Alinea will mail it to you Dont say I didnt warn you anything you eat for weeks after going to Alinea is just going to taste like unflavored oatmeal,N
4,20,2011,gTwMkLWUe,A510CFZi6V3Vmvws0VakVw,pbEiXam9YJL3neCYHGwLUA,0,0,2,5,Once my husband shared with me the 50 best in the world list we eyed all the restaurants in the US and had to make reservations at Alinea This was my first tasting menu experience so before arriving I was incredibly nervous about what wed be eating would I like it? Would I really like it? Or would I just convince myself that I was enjoying it because of the price tag I am happy to report that Alinea did not disappoint  We had 22 courses 15 presentations and with every one we were blown away Highlights  Getting to play with my food and being encouraged to do so  My favorite dishes Hot potato cold potato hamachi short rib and of course the chocolate mousse  The staff was so knowledgeable and yet down to earth  Personalized Menu my husband had an abbreviated wine tasting and the menu even reflected this We were so lucky to get Chef Grant to make our dessert I dont know if any restaurant can top that,N
7,25,2011,aCWIa2lPJHJ3e1gdbt20kQ,puyJGdePPNGo25uBqpFhHw,pbEiXam9YJL3neCYHGwLUA,2,1,1,5,Dear Alinea I must thank you for the best experience I have had in my entire life The service was outstanding the wine pairings were divine For a 26 year old I feel blessed to have eaten at a place like Alinea We had a 16 course dinner that left me wondering if Grant Atchatz was secretly god himself For the people who complain about prices you are all extremely stupid Of course this is going to me an extreme amount of money but to be honest the food was completely worth it And I have to disagree with Jeanus when she said this is bad place for first date- If my gf took me here I would marry her on the spot Yes and thats after only 2 glasses of wine Thank you Alinea Sincerely Mike,N
4,19,2011,QzgyD8pM50LXLQlc0bUwjw,XECnXwiGskdTURgiBZ9lfw,pbEiXam9YJL3neCYHGwLUA,0,0,2,5,Disney land for your mouth The bad We were kinda stuck in a corner where the only way for my dinner companion to get out was for them to move the table Our primary waiter was very proper Although I list it as bad it added an elitist vibe that let us know that he took his job very seriously Food secret service serious  The good The wait staff was totally on the ball and my glass was only half full once Everything was immaculately clean It looked like an OCD person came and cleaned it just before we arrived If something had fallen on the floor I would have been totally comfortable eating it regardless The decorations were warm and friendly I wish my house looked that nice The great The front hallway lets you know that you are in for something special I tasted things that I will never taste anywhere else ever again Everything was presented in a way that was a fusion of art and science I wanted to take a photo of every dish they brought out but I was scared I would look like a tourist One of the waiters said We are all food nerds here and laughed like a boy about to do something really wild I was jealous of how much he enjoyed his job The dessert was prepared directly on the table cloth by the head chef on the table no plates bowls or saucers on the special table cloth Blow torches and liquid nitrogen were included in the process Mad scientist kinda stuff going on here A few people on Yelp have said that this is a once in a lifetime experience Damn the cost we will be back when they change the menu I am a customer for life,N
6,12,2011,I2k,xp9UEkFyz7h7Ii1XVzU4tA,pbEiXam9YJL3neCYHGwLUA,1,0,2,5,Hands down unequivocally the best meal I have had to date 20 courses of sheer amazing inventive creative artfully prepared foodie goodness Every course has the plate bowl etc custom made just for serving that specific dish Talk about paying attention to the details - Steelhead Roe - Yuba - Oyster Leaf - Scallops - Razor Clam - Foie Gras - Venison - Rabbit parfait rillette and consomme - Wild Mushrooms - Hot Potato - Short Rib this was a handmade pasta that you prepare yourself like a taco - Hamachi - Agneau - Black Truffles - Yuzu Snow wild - Sweet Potato - Lemongrass a shot in a test tube and have you ever even heard of finger lime? And then for the kicker Grant Achatz himself came out and prepared out chocolateblueberryhoneypeanutetc dessert-as-artwork on our table top This course was certainly the highlight of the meal and watching the chef painstakingly work to paint each drop very specifically was quite fun The wine pairings are phenomenal and everything in the wine was as playful and interesting as the food it was paired with If I could only eat out once a year it would be at Alinea,N
8,16,2011,YTcunEyg5g-I4gECBp-lqg,vlVhwwjROn4Yv6aWokstHQ,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,I dont know where to start This is not my first molecular gastronomy experience and Im sure wont be my last I can not wait to go back The service was amazing they really made sure we had a wonderful experience They relaxed us right away and set the stage for a wonderful evening I hesitate to go into great detail about the meal as with molecular gastronomy experiences the journey is a big part of the whole Suffice to say every single course they brought out left me wanting more simply because it tasted so good The wine pairings were perfectly done and when I left even though I was full I wanted more I do believe we will be back during another season to see what they have to offer say when its truffle season again or some such ,N
2,10,2012,L14SdnWMYLzlKZx0aJE5RA,SXiGXnHiKpYVZCKr3Lev4Q,pbEiXam9YJL3neCYHGwLUA,0,0,1,5,My fiance took me to Alinea for my birthday and it was definitely a once in a lifetime dining experience Two weeks later I am still talking about it and showing pictures to anyone who will listen  Each course was completely unique and played with your sense of sight smell and taste We opted to not do the wine parings and I am glad we made that decision Both of us were so full by the end we could barely finish the one glass of wine wed each ordered Plus if youre a light weight like me youd be so drunk by the end that you wouldnt get to fully enjoy the final courses the wine pairings amount to approximately 4 glasses per person I loved the fact too that the wait staff had a sense of humor You could tell they love what they do and take the food they are serving very seriously But they all had a dry sense of humor that kept things light and fun  This was a dining experience I will never forget and is easily the best dinner I have ever had,N
12,24,2010,iG,IyQELr1jL5E13lLvaF7GUQ,pbEiXam9YJL3neCYHGwLUA,2,6,5,4,I have literally changed my rating from 4 to 5 and back again at least 10 times What I struggle with in rating Alinea is whether or not food should be evaluated as art Powerful visual art is not always pleasant to look at but it doesnt matter because its purpose isnt always pleasure Maybe this makes me unsophisticated but I cannot shake the feeling that eating is a more basic hedonistic pleasure than other art forms and therefore should be evaluated on the basis of sensory experience alone and not sensory+cerebral experience There is no doubt that the food at Alinea is provocative and that the experience of dining there is absolutely extraordinary BUT some parts of my meal were unmemorable or flat out weird and I dont know if I can ignore that Dining at Alinea is more like going to a modern art show than eating at a restaurant--the experience is meant to play with your senses confuse you and challenge you to think differently about food It absolutely accomplishes all of those things The restaurant itself was designed in such a way that you felt isolated from the rest of the world and oblivious to the passing of time The service was impeccable-- the server even noticed that Im a lefty and adjusted his service accordingly Some parts of the meal were more delicious than anything Ive ever tasted in my life eg Black Truffle Explosion Hot Potato Other parts though were conceptually and experientially interesting but I found the flavors to be too weird to be enjoyable eg Bubblegum Dont get me wrong though I am extremely grateful I went and the meal is still one of the best Ive ever hadIts just hard for me to proclaim it as good as it gets especially given the small fortune it cost me to eat there,N
2,1,2011,TLZOtw3YBliFj8SVvpyCVw,sisgRdPt85mCgANdToyMkQ,pbEiXam9YJL3neCYHGwLUA,2,3,2,5,I know I know this review is very late My husband and I decided to celebrate our wedding half-anersary here and I must say it was a really really good experience Everything was en pointe and nothing beats having grant achatz plate the whole table with our dessert heres our video httpwwwyoutubecomu and heres photos of everything we ate httpwwwflickrcomph a word from the wise grant achatz loves truffles and a lot of what we ate had truffles in them - and if you dont like the earthy vomit inducing flavor - tell them we were suffering through all the trufflecentric dishes GO,N
2,27,2011,KdC2,VsZMn_XmWJM6IOvK2vi0xg,pbEiXam9YJL3neCYHGwLUA,1,1,3,3,I was in between giving this place a two and a three star rating 25 Really cool entrance way I felt like I was walking in a shrinking hallway a la Willy Wonka The gentleman that greeted us at the front door was kinda rude I typically do not put reservations under my last name because it is difficult to spell and a tad long Usually I use my partners last name So when he asked for the name on the reservation I automatically gave my partners No Try my last name No Some confusion ensued The reservation was under my name but it took about 5 minutes for him to find it and this guy kept insisting they did not have our reservation This was my birthday and the restaurant is a special treat so I was starting to panic a bit Fine things happen but I felt like he acted like this was my fault and he was rude and snobby about it and he did not apologize Bad start Dining room service was nice Several servers came by our table throughout the night and they were all professional with a bit of humor thrown in Our waitress was a little soft spoken but did not mind answering any questions or repeating herself when asked I liked that she not only listed the ingredients in the dishes but she also explained how to eat the courses that were served in nontraditional manners Decor was very minimal but pretty I wish they played music in the dining room Awkward silence I really dont want to hear the conversation from the table across the room Also the dining room was freezing Our waitress said they were having problems with the heater and brought me a pashmina The girl at the table across also requested one so I know it wasnt just me Seriously my toes were numb Not cool when we are shelling out around 300 per person The food was interesting theatrical creative beyond creative The presentations were some of the most creative I have ever seen Taste wise though most were just OK Several dishes 3 or 4 were overly salty I like salt but it should enhance the flavor of food not BE the flavor Very few dishes made me say Wow This tastes amazing Most were just good Not great For my taste there were way to many dessert courses Four or five I think The grand finale dessert literally covered the entire table and I was already so done with sweet flavors I didnt even really want to eat it even though it was the best one I kinda felt sick by that point The sommelier asked what we were going to drink I did not want to do the tasting and he suggested I go with a glass of champagne He was pleasant and not pushy about the wine tasting I was a little surprised when the bill arrived I believe the most expensive glass of champagne on the menu was 18 but somehow we were charged 25 per glass Hmmm Alinea is definitely a unique dining experience You will see and experience food here in a way that is unlike any other restaurant I had fun and Alinea made this a memorable birthday I do not think I would have enjoyed it if we did not have a 500 gift card Overall I just found the flavors to be lacking and have no desire to return While I appreciate pretty and creative presentations to me the taste of the food is what makes a great dish This place just didnt rock my world the way I expected,N
12,4,2010,2dyJJzrhFykzpVCaU6Q1Jg,GoKvrVyi9apu6OhMlGL3ag,pbEiXam9YJL3neCYHGwLUA,4,6,7,5,Yelping Alinea seems stupid since its universally accepted as the best restaurant in Chicago if not the country but I do have one thing I would like to contribute to the discussion on the subject of price particularly for those who have never been before I want to add that you cannot compare the expense to prior dining experiences but rather to some other entertainment or even travel Heres a scenario you get a couple choice tickets to the theater orchestra Hawks game whatever 200? have a reasonably priced meal with wine for two before or after 150? There Youre about at the price for two for Alinea and since Alinea dining averages four hours youve spent the same amount of time either night Compare the price to that not to that of your current favorite restaurant And Im willing to bet that Alinea would be the one of the two options above that you remember for the rest of your life Its definitely more out of this world My wife and I do not have money fights Shes a teacher Im a community college mid-level administrator We made it work to come here twice by not dining out for a few weeks in a row and giving up booze each time which is not exactly a sacrifice in order to afford something for which there exists simply no other comparable or approximate experience Alinea is not another restaurant - its its own type of satisfaction  A digressing note to any Alinea employee potentially reading this Off the bat you all do perfect work thank you for doing so much to really enhance the first and second best dining experiences Ive ever had I admire your memory capabilities agility juggling dishes and superlative commitment to service It is in the most constructive vein that I suggest you stop the practice of pretending to remember - to the very date even -- the last time a customer dined at your restaurant Its at best cute when you open a food explanation with a pseudo-spontaneous I believe when you were here last April the 12th was it when you had the Especially when you did not serve us last time Maybe some CRM research shows other diners think you really remembered them and appreciate the fleeting specialness but I doubt it And nothing else you do is transparent,N
2,21,2012,O3KovOSc,TSoBMmHzAD3Ej32RBmRJcg,pbEiXam9YJL3neCYHGwLUA,1,0,0,5,I went in expecting that I would want to get a taco after leaving I was thankfully wrong  The food was amazing - even things that I normally would turn my nose up at truffles Im looking at you tasked shockingly good The wine pairings were well matched and delicious I am currently working on forgetting what good wine tastes like The service was good but neutral - which I think is the point because the meal is supposed to be about the food not the service or decor Would I go again? Yes Would I go again soon? Probably not Since so much of the experience is trying the strange concoctions I feel like it would be a waste to try the same menu again Ill wait a few years and then return,N
10,5,2011,4SbTEp1YQnRDTjVumrgczA,M0rNN24SKQUrvggbY2UuYw,pbEiXam9YJL3neCYHGwLUA,0,0,1,5,A fine dining experience with a theatrical flare equipped with entertaining and informative staff The food will have you trying to secure another reservation to experience it all again   I agree with another reviewer - you get back what you give out in terms of personality The staff are very professional I can go back just to laugh with them again  The food is ridiculously amazing without getting technical captivating and taste absolutely divine,N
3,8,2011,YVysKIATkNlP8MtFnTScZg,4t3_5YjSCeAlXd242NMdJQ,pbEiXam9YJL3neCYHGwLUA,0,1,2,5,So sorry for such a late review but Id been procrastinating in joining Yelp for the longest This was incontrovertibly the top of my list for creativity and food It is second only to Daniel in NYC httpwwwdanielnyccom for the amount of scratch Id spent in one sitting No need to go through the courses as it changes periodically Just go with an open mind and youll be rewarded with something celestial If you are in Chicago and want to splurge on an extraordinary experience? Alinea is your best bet You shant forget it,N
3,5,2012,5DDG4LnUn4c653gFGg,h9O1Q4kEklvYdwVsffTpMA,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,Best meal Ive ever had in my life Each of the 20 courses were innovative and thoughtful perfectly executed I felt like a child receiving each course like a surprise birthday gift You all will not be able to choose your dishes and the element of surprise is so delightful that Im not going to reveal any of them Just enjoy true artistry,N
1,11,2012,7ZGlYmqSRwRHwaV2,ryXS7_pgwzkdzxg2Lg9rcQ,pbEiXam9YJL3neCYHGwLUA,0,1,2,5,This restaurant is a like museum for the taste buds Its more about exploring culinary sensations than filling your stomach though by the end of my meal I was perfectly full not stuffed not still hungry just wonderfully satisfied So dont expect to absolutely love everything but definitely expect everything to be an amazing experience The service here defines fine dining There was always a server nearby not hovering but ready to approach if needed They were courteous cognizant of their customers needs and just all around fabulous The level of service rounded out an incredible culinary experience making this one of my most memorable dining events,N
6,28,2011,EzKouxLorU6wZIyt0OGpzQ,EyCGoDrfE1r1w3gn8ImGIw,pbEiXam9YJL3neCYHGwLUA,2,0,0,4,Ill give the food 5 full stars but the overall rating of Alinea I will give only 4 because the service in the beginning was actually pretty rude My parents took me here as part of my college graduation present and I was stoked about it So yes I may be a little bias as Im probably way too young to really understand what it is to go fine dining But I digress While I was walking to our table when we first got seated I wanted to let my parents sit on the booth side so theyd be more comfortable but as I was pulling my chair out one of the guys grabbed the chair from me and sternly goes NO miss You arent sitting here Youre sitting in the booth Wow Thanks douche I was just trying to be a considerate daughter by letting the parentals have the more comfortable seats Didnt realize you loved your budding career as a seating guy so much Anyway after that it was all uphill as the courses and wine pairings we got were amazing Let me tell you Its very Willy Wonka in that kitchen haha One of our desserts was served to us in a tube on a hot towel called a bubblegum shot and there was tapioca and pink stuff in it Like I said Im no fine dining pro I call it like it is A tube with pink stuff in it And it was delicious The food and presentation really was amazing but that credit goes to Willy Wonka Chef Grant not the douchey seating guy Man was he a douche Whatever hes just a seating guy I got eye-raped while walking to the bathroom too by one of their tiny little dishwasher guys It was quite creepy Guess they all find their way into the fine dining world one way or another My fault for wearing heels and a leopard print skirt to dinner I guess? At the end of the night the douchebaggery and eye-raping was worth it because my parents love fine dining and could not stop raving about each course They fell in love with this place As long as theyre happy Im happy Cant have it all,N
11,7,2010,rSQ9GVo38bz1JMti2wX7RQ,4mjnkd8oJVCfBKN3i4rB-g,pbEiXam9YJL3neCYHGwLUA,12,5,15,3,This will be unlike any other meal youve ever eaten or experienced price wise too  I give points to Alinea for the creativity and uniqueness in the dishes a short rib ravioli with the tomato wrapper being the flag centerpiece fried pheasant served off burning leaves a shortbread dessert served on a pillow that deflates as you eat releasing earl grey and vanilla aroma The presentation is captivating and refreshing  A couple of themes that emerged throughout our 21 course meal were explosions the black truffle ravioli gush of apple juice in a horseradish sphere in celery juice served as a shot the way our complimentary bday truffes burst open when vanilla ice crema was poured on top of it and entrees meant to be eaten in one bite hot potato shooter with butter edible cocktails For 250 for this dinner service was impeccable as expected Overall though all of the savory courses were overly salty Dont the chefs taste the creations andor make sure its perfection before sending them out? DISAPPOINTING I couldnt even finish the rabbit consumme even though it was probably 7spoonful And why was there something that resembled a baby walrus tooth hidden in the fried part of my course 9? So in one sentence Im not coming back here unless youre taking me and the meals on you,N
3,6,2012,76spilrP2jR7KLUPCipXBA,Krlzj-ohHIvNs0D61FZACA,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,mmmmm my favorite course winter in new hampshire I want to still be eating that snow balloon the greatest piece of candy anyone has ever given me seafood bites the mussel razor clam and crab were the best bites of those items I have ever had my complaint i wish I took my time more they didnt rush me of course I just wish I slowed down a bit haha there are so many amazing things happening the only solution is to do it again soon big surprises an amazing person to walk us through the wine pairings truly talented there is nothing else to say that has not been said I read every blog I could get my hands on before going i know how well documented this meal is still I was in awe the entire time talented team thank you hope to see you again soon in a different season,N
7,26,2011,qwUGtgaxhS8Dq6HZSEUk4g,-28-_6UE3VJ1iYnUnzHBQA,pbEiXam9YJL3neCYHGwLUA,0,1,0,5,I just wanted to get my five star vote in Really I cant add much to the 600+ reviews raving about the place The food is just incredible the experience is unforgettable the service is amazing yet comfortable This is an experience of a lifetime  And we got to watch Mr Achatz in action in the kitchen Super cool,N
12,13,2010,XNl7gaptRdK9pXAZp0OAqg,D9ovFFAYDU3S0wROIqnjTw,pbEiXam9YJL3neCYHGwLUA,3,3,5,5,Believe the hype I ate here last night and loved it Best meal of my life? Yup An amazing sensory overload? Indeed Over the top? Of course There isnt much to add to the praise already laid out on this Yelp page One thing I dont see mentioned a lot is the environment there While this is a luxurious over-the-top experience I wouldnt go here for a romantic night out The focus is all on the food and the wine So long gushy conversations get cut-off descriptions and instructions for the next dish or glass of wine Oh and as someone who has a pretty minimal knowledge of wine I sort of wish the sommelier could dumb down his descriptions a bit I actually mentioned to him that I didnt know a ton about wine but that didntt stop the descriptions and wine comments that were way over my head Highlights - Black Truffle Explosion monocrhomatic white bass rabbit rillete earl grey tea dessert Now that I have gone once I am worried I am going to be looking for excuses to head back soonish,N
11,2,2010,02NCU6z,ARXswZQ4aDfhPnMYSbzcSw,pbEiXam9YJL3neCYHGwLUA,4,4,15,2,Disappointment in the food You will not get the best meal in your recent memory here not even close With a couple of exceptions it was NOT innovative It wasnt even about fresh ingredients no not really Sometimes it did more to confuse the tastebuds than anything pleasant It borrowed shamelessly from other cultures and the outcome paled in comparison or was completely wrong Seriously the ignorance But could the average diner even tell? I could rip into some of the bites in more detail but its not worth it The homage to Escoffier was the worst for me - the squab was lukewarm which is oh so ironic The stone soup while a cheeky idea was medicinal Not to mention 3 out of the 4 waiters were just reciting the same descriptions all night The only thing they had down was the pace of the service Again its another reminder that our culture buys into experiences that ultimately leave us feeling unsatisfied This was just a big masquerade no substance Cmon Grant - whos watching over your kitchen? Keller said if you can taste the seasoning then youve overdone it Well every other dish was salty There were also inedible artifacts in two separate courses that we had Ugh the lack of attention to detail is insulting,N
7,8,2011,GQxJMa,z1UrbSoWK5-h4nOfMpoliw,pbEiXam9YJL3neCYHGwLUA,0,0,1,5,Went here with a fellow chef for dinner on a cold sunday night in November When we walked in we were told the table wasnt ready for us yet the GM then offered us a glass of champagne on the house When we got to our table the server was wonderful and we looked over the wine menu the sommlier came over and presented us with a bottle of there finest champagne on the house  When we dined there sure there were a few dishes that were not the best but hey two dishes out of 20 that were not up to standard were fine by me  After the meal took a tour of the kitchen and noticed some people I knew,N
2,8,2012,xtLq4cQ9Zc070wuSqLvcFA,-nTFFQMBWNedW5wS4wxpeg,pbEiXam9YJL3neCYHGwLUA,1,0,0,5,I expected naked men fanning me with banana leaves while little people massaged my feet while I was eating this meal Especially for the cost But it was amazing all around dining experience that intrigued all my senses Spectacular service Fabulous attention to detail Food was a work of art Definitely recommend it at least one time in your life,N
5,10,2011,EOpOAo3HTcHcShJusSjLfw,X3F7hKy3IsrqdsfEKvK9Fg,pbEiXam9YJL3neCYHGwLUA,0,1,2,5,As soon as I found out my brother  I would be in Chicago in May our first move was to figure out how to get a table at Alinea We are both foodies and had watched the restaurant from afar and we wanted a chance to experience it We had never spent more than 50 or 60 for a meal but were willing to pay the price for something like Alinea  We called a couple months in advance and were able to get a prime 830pm spot on a Saturday The restaurant was happy to accommodate our requests for no alcohol or no pork in the dishes which was a relief Upon arriving at the restaurant youll notice that theres no sign and its in a fairly unassuming gray building As you walk in you are greeted by a small hallway bathed in a red glow An automatic sliding door opens to your left and you are greeted -- by name -- and taken directly to your table  Despite probably being the youngest people in the restaurant we were treated well by the large and experienced wait staff and they made an effort to be approachable They are definitely trained to add to the drama and overall excitement We were especially impressed by their focus on service in all aspects of your time there -- including getting you a cab or ensuring your car is waiting for you Many people have already written about the food and menu so I do not need to add to that and ruin any surprises or give away the fun I will however echo the sheer fun and brilliance of the restaurant We tried many ingredients for the first time and most dishes were excellent Surprisingly some of the meat especially the lamb was cooked less perfectly than expected but the dishes still impressed The dessert crafted by Chef Achatz at the end of our meal directly on our table was fun and you could see his intense focus and technique I would encourage you to go with some excitement and an open mind Its certainly not cheap but its a memorable meal and if youre like me youll start scheming to return as soon as you walk out the door,N
7,7,2011,I7rH09FBnfAo7NpCUpzUcg,LkcrdEk9-SOBbLXt0-Mvwg,pbEiXam9YJL3neCYHGwLUA,0,0,0,5,One of the most memorable meals Ive ever had Brilliant and boldly creative food that will keep you and your dinner companions talking of the rest of the evening I would go back in heartbeat,N
11,20,2011,DqvUu-EdTssHvSBh,U4INQZOPSUaj8hMjLlZ3KA,pbEiXam9YJL3neCYHGwLUA,3,2,1,5,My third visit and as good as ever Highlight courses below but see the blog for full review -- For the next course we received not only a bowl but also a story and when it was all said and done Brook trout reflections of Steve Stallard would prove to be the second best dish I have ever had at Alinea Named as an ode to Chef Achatzs friend who normally provides his whole harvest of Brook Trout roe to Alinea this dish opted to pair the roe with the entirety of the fish - head spine tail fillets and fins - in a glass bowl along with Michigan maple syrup pecans wild puffed rice nasturtium flowers and white beans both whole and pureed Again complicated in a way that very few can achieve with such finesse this was the sort of dish where each bite presented an entirely different experience - some intense and briny while others were creamy and sweet with the best for myself being half of the maple syrup bubble paired with a dollop of roe a bit of the bean puree and the crispy fish head in a single spoonful -- For the pillow course a dish entitled Wild Mushrooms pine sumac ramp would arrive featuring Matisutake Maitake Chanterelle and Hon Shimeji mushrooms in varying degrees of preparation mixed with pine cream Sumac Breadcrumbs pickled ramps fried shallots thyme wild lettuce and mushroom reduction Slightly awkward as it always is eating off of a pillow the dish was presented with jokes about one of the servers frequently dumping this plate on guests just joking just joking but once the pillow deflated a bit filling the air with the light essence of vaporized pine this course would prove to be my second favorite of the evening a flawless woodsy amalgam that trumped even the much raved Walk in the Forest at Next the following day -- For the next savory course Chef Achatz would find inspiration in a London housed painting by Miro for a tabletop arrangement appropriately titled Squab inspired by Miro Beginning first by spraying and polishing the table with black tea this course was presented with nine forks and spoons arranged as random as possible and containing Squab Foie Grasand the rest is for you to figure out as two large vessels spewed forth a light lavender aroma that washed over the table and permeated the air With no specific instructions on how to eat this save for placing the used utensils in the silver vessels the next six minutes would prove an adventurous blind tasting of squab foie gras celery root with pumpernickel Picholine olive lavender noodle duck fat with blis vinegar yellow plum and fig - all but the noodle and duck fat being guessed spot on by our trio and all in all a great bit of fun --- For the final presentation of the evening the silpat would arrive first followed shortly thereafter by two large chocolate colored vessels a quartet of small bowls a steaming pot of liquid nitrogen and finally by Chef Achatz with apron surprisingly stained and face appearing slightly sullen and stern without speaking a word a trend we noted with each of the other tabletop presentations in the room as well Beginning first by placing the two vessels at the center of the table and filling each with an ample amount of liquid nitrogen Chef Achatz next proceeded to drizzle the table with reductions of Lingonberry Syrup Citrus and butternut squash reduction and Goose Island Caramel Stout before dusting the entirety of the table with edible citrus marigold flowers and subsequently lifting each of the vessels and dropping them to the table where they shattered releasing contents that can best be described as the result of breaking open a childs Halloween basket or perhaps a piata With chocolate notes predominating some bites while flavors of the squash berries and stout punctuated others this enormous dessert went slowly - easily over the course of twenty to thirty minutes as we playfully explored its contents everything from cotton candy and fruit roll-ups to cookies and candies such as house made twizzlers and corn nuts With bites of brioche balls of butterscotch and crumbles tasting both like gingerbread and kettle corn rounding out the experience all I can say is that was a dessert as well suited for a childs dream as it was for fine dining and as we finished the final spoonfuls our server stopped by with a look of surprise stating wow I dont think Ive ever seen anyone clean the table quite so well --,N
7,2,2011,x1TFeq-RdIR0H8cfO7PM2g,uFIkUkgFv-FJ5iooQ88sSA,pbEiXam9YJL3neCYHGwLUA,0,0,0,4,An amazing culinary experience that I wont forget Every course was detailed and crafted and served on special made dinner ware Each wine was well paired to enhance its accompanying course The staff was friendly and fun and not stuffy at all They would even joke around with us as we kidded about the night The savory courses were all so good and I wish they had more of the savory and less of the sweet courses As the night drew on I was eagerly awaiting the final dessert course because I had read how Chef Achatz comes out to create it using the entire table Watching him was like watching a cross between artist and a lab scientist I had only wish that Achatz would have been a bit more conversational with our table but Im sure he has much to do and many other tables to deal with As we devoured the amazing dessert in record time we asked the staff that if anybody had ever licked the table clean They said some people have come pretty close to it We did get allowed to tour the kitchen at the end of dinner and it was much smaller than I thought and filled with 20+ cooks all in a well coordinated production line style of cooking Despite the final cost of it all Im glad I did it,N
6,13,2011,t5cYN5btM42m9D05PTyJQA,nlny5kyBZVn7450qCaHlVA,pbEiXam9YJL3neCYHGwLUA,1,0,3,5,This was an absolutely wonderful dining experience I was expecting it to be as well considering the awards reviews and price  I enjoyed each course They were each complex and creative The taste and smell of each made me want to take notes as I had them bc there were so many that it was easy to forget Fortunately they give you a lovely print-out of the menu for that eveningwhich is a nice keep-sake  I did not partake in the wine pairings I believe it is 10 tastings of different wines From previous reviews I thought it best to just order a bottle of wine which I was very pleased with To top off a wonderful dinner Grant Achatz was in the house and came to present dessert It just made the entire night even better And oh my goodness that dessert was SO unbelievably delicious Oh and get coffeethe best ever The service is outstanding although there were a few times when they were a bit antsy and tried to clear my dish before I finished Im a talker what can I say?  Also my reservation was at 530 so the restaurant is just beginning their service which makes the servers almost too attentive At my table I faced the openness of the room which allowed me to take note of everything that was happeningenjoyable bc I was able to see the process but also a little annoying bc I could see them hawking my table trying to gauge when to come over  So my advice is to sit facing a wall if that will make you uncomfortable Overall it was a wonderful experience and I cannot wait to go back,N
